unidade_orcamentaria;codigo_sigcon;codigo_uniao;codigo_plano_de_trabalho;codigo_siafi;sei;instrumento;titulo;proponente;concedente;esfera_concedente;objeto;situacao;tipo_de_contrapartida;data_assinatura;data_publicacao;inicio_vigencia;termino_vigencia;valor_proponente_r;valor_concedente_r;valor_total_convenio_r;fim_vigencia_inicial;inteiro_teor_do_instrumento_transferegov;inteiro_teor_do_instrumento_sigcon;ta_1;ta_2;ta_3;ta_4;ta_5;ta_6;ta_7;ta_8;ta_9;ta_10;ta_11;ta_12;ta_13;ta_16;ta_17;ta_20;ta_21;ta_22
1511;CV 09/2023;0;15916;9407393;1510.01.0311160/2023-22;Convênio de Entrada;Convênio nº 09/2023 - Polícia Civil do Estado de Minas Gerais e Prefeitura Municipal de Varginha;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL VARGINHA;Municipal;Estabelecimento de cooperação mútua entre os convenentes por meio da aquisição de equipamento de informática e mobiliários para reestruturação da Delegacia de Mulheres da Polícia Civil de Varginha/MG.;VENCIDO;Sem contrapartida;20/12/2023;21/12/2023;21/12/2023;21/12/2025;0,0;20000,0;20000,0;21/12/2025;;https://drive.google.com/file/d/1-Tgj6gqEyNKXlTmqPaTXmxwTUGI5p-i9/view;;;;;;;;;;;;;;;;;;
1511;CV 08/2023;0;15932;9406874;1510.01.0310875/2023-54;Convênio de Entrada;Termo de cooperação 08/2023 - equipamento de informática;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL VARGINHA;Municipal;aquisição de equipamentos de informática;VIGENTE;Sem contrapartida;20/12/2023;21/12/2023;21/12/2023;21/06/2026;0,0;20000,0;20000,0;20/12/2025;;https://drive.google.com/file/d/1xyPSJ_GaCanTcmsJ5mpkHdUbgkAeR1l4/view;;;;;;;;;;;;;;;;;;
1511;CV 07/2023;0;15933;9406881;1510.01.0310871/2023-65;Convênio de Entrada;Termo de Cooperação nº 07/2023 ¿ equipamentos;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL VARGINHA;Municipal;aquisição de equipamentos de informática para a estruturação na nova sede da Delegacia de Polícia Civil de Varginha, conforme previsto no Plano de Trabalho anexo a este, a fim de potencializar as investigações e apurações de crimes na circunscrição municipal.;VIGENTE;Sem contrapartida;20/12/2023;21/12/2023;21/12/2023;20/06/2026;0,0;50000,0;50000,0;20/12/2025;;https://drive.google.com/file/d/1I6lR0c04HXoAmpQ1R4AN5BEBJ5lAhJAW/view;https://drive.google.com/file/d/1alt73inRrv24KaNDVDD4nC_-A0TMaZKx/view;;;;;;;;;;;;;;;;;
1511;CV 06/2024;0;17271;9447312;1510.01.0292202/2024-16;Convênio de Entrada;Convênio n° 06/2024/PCMG;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL PATOS DE MINAS;Municipal;Constitui objeto deste Convênio o estabelecimento de cooperação mútua entre os convenentes, mediante repasse de recursos financeiros à Polícia Civil do Estado de Minas Gerais (PCMG) a serem utilizados integralmente para a aquisição de Armas de fogo, tipo Pistola, calibre 9mm para a Unidade Policial em PATOS DE MINAS/MG, a fim de potencializar as investigações e apurações de crimes na circunscrição municipal.;VIGENTE;Sem contrapartida;20/12/2024;20/12/2024;20/12/2024;20/12/2026;0,0;148000,0;148000,0;20/12/2026;;https://drive.google.com/file/d/1aToBcXXOZkGonpgvVWkE56iIHd4T7B3l/view;;;;;;;;;;;;;;;;;;
1511;CV 06/2023;0;15923;9406860;1510.01.0311249/2023-44;Convênio de Entrada;Convênio nº 06/2023 - PCMG e Município de Varginha;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL VARGINHA;Municipal;Constitui objeto deste Convênio o estabelecimento de cooperação mútua entre os convenentes, mediante repasse de recursos financeiros à Polícia Civil do Estado de Minas Gerais (PCMG) a serem utilizados integralmente para a aquisição de equipamentos de ar condicionado para a nova sede da Delegacia de Polícia Civil de Varginha/MG, a fim de potencializar as investigações e apurações de crimes na circunscrição municipal.;VENCIDO;Sem contrapartida;20/12/2023;21/12/2023;21/12/2023;20/12/2025;0,0;50000,0;50000,0;20/12/2025;;https://drive.google.com/file/d/1Z1tk_Og96Df-82ev_YUCTGtWwzfPc6pV/view;;;;;;;;;;;;;;;;;;
1511;CV 06/2022;0;14730;9370956;1510.01.0270080/2022-87;Convênio de Entrada;Convênio n° 06/2022 - PCMG e Prefeitura de Barbacena;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL BARBACENA;Municipal;O estabelecimento de cooperação mútua entre os convenentes, mediante repasse de recurso financeiro à Polícia Civil do Estado de Minas Gerais - PCMG, para ser aplicado na aquisição de bem(ns) permanentes, em benefício do 13º Departamento de Polícia Civil de Barbacena, a fim de potencializar as investigações e apurações de crimes na circunscrição municipal.;VENCIDO;Sem contrapartida;20/12/2022;21/12/2022;21/12/2022;21/12/2025;0,0;100000,0;100000,0;21/12/2024;;;https://drive.google.com/file/d/1IrLEh3vtDLgkStkD6P9mRFGxarGs6HOH/view;;;;;;;;;;;;;;;;;
1511;CV 05/2023;0;15927;9406865;1510.01.0310878/2023-70;Convênio de Entrada;Convênio nº 05/2023 - PCMG e Município de Varginha;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL VARGINHA;Municipal;Constitui objeto deste Convênio o estabelecimento de cooperação mútua entre os convenentes, mediante repasse de recursos financeiros à Polícia Civil do Estado de Minas Gerais (PCMG) a serem utilizados integralmente para aquisição de mobiliário para a nova sede da Delegacia de Polícia Civil de Varginha/MG, a fim de potencializar as investigações e apurações de crimes na circunscrição municipal.;VENCIDO;Sem contrapartida;20/12/2023;21/12/2023;21/12/2023;20/12/2025;0,0;50000,0;50000,0;20/12/2025;;https://drive.google.com/file/d/1DUEMtUrWqCUrfgeWyN5HxdXXhmCV5nQ7/view;;;;;;;;;;;;;;;;;;
1511;CV 05/2022;0;14683;9369193;1510.01.0254381/2022-70;Convênio de Entrada;Convênio n° 05/2022 - PCMG e Prefeitura de Uberlândia;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL UBERLÂNDIA;Municipal;Estabelecimento de condições de cooperação mútua entre os convenentes, visando aperfeiçoar a polícia investigativa nesta circunscrição municipal.;VENCIDO;Sem contrapartida;28/11/2022;30/11/2022;28/11/2022;30/06/2025;0,0;125000,0;125000,0;31/12/2023;;;https://drive.google.com/file/d/1vItxk2OwkN79AXtoyyB90yqN8usE_bLA/view;https://drive.google.com/file/d/1e6gPnYR2Ls_5mzrHYiqDTpWKNAn_3m06/view;;;;;;;;;;;;;;;;
1511;CV 04/2024;0;17228;9445877;1510.01.0275487/2024-77;Convênio de Entrada;CV 04/2024 - PCMG x Município de Varginha;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL VARGINHA;Municipal;Constitui objeto deste Convênio o estabelecimento de cooperação mútua entre os convenentes, mediante repasse de recursos financeiros à Polícia Civil do Estado de Minas Gerais (PCMG) a serem utilizados integralmente para a aquisição de equipamentos de conforto térmico para a reestruturação da Delegacia de Mulheres de Polícia Civil em Varginha/MG, a fim de potencializar as investigações e apurações de crimes na circunscrição municipal.;VIGENTE;Sem contrapartida;29/11/2024;30/11/2024;30/11/2024;30/11/2026;0,0;10000,0;10000,0;30/11/2026;;https://drive.google.com/file/d/1cMUzD-9hdo2i9tF1_Ne7Hkgy2bXggJl5/view;;;;;;;;;;;;;;;;;;
1511;CV 04/2023;0;15931;9406876;1510.01.0310729/2023-19;Convênio de Entrada;Termo de cooperação nº 04/2023 - aquisição de equipamentos;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL VARGINHA;Municipal;aquisição de equipamentos de conforto térmico e mobiliário em benefício da 2ª DRPC de Varginha, a fim de potencializar as investigações e apurações de crimes na circunscrição municipal.;VENCIDO;Sem contrapartida;20/12/2023;21/12/2023;21/12/2023;20/12/2025;0,0;50000,0;50000,0;20/12/2025;;https://drive.google.com/file/d/1M18wm9BxZI76nu5GZ_lykf4VgfFDEJjx/view;;;;;;;;;;;;;;;;;;
1511;CV 04/2022;0;14346;9344046;1510.01.0134474/2022-87;Convênio de Entrada;CV 04/2022 - PCMG x Prefeitura Municipal de Uberlândia/SMPDDSDC;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL UBERLÂNDIA;Municipal;estabelecimento de cooperação mútua entre os convenentes, mediante repasse de recurso financeiro à Polícia Civil do Estado de Minas Gerais - PCMG, para ser aplicados na aquisição de bem(ns) permanentes, em benefício da 1ª DRPC de Uberlândia, a fim de potencializar as investigações e apurações de crimes na circunscrição municipal;VENCIDO;Sem contrapartida;30/06/2022;01/07/2022;01/07/2022;01/07/2023;0,0;60000,0;60000,0;01/07/2023;;;;;;;;;;;;;;;;;;;;
1511;CV 03/2024;0;17238;9445955;1510.01.0284211/2024-45;Convênio de Entrada;CV 03/2024 - PMMG x Município de Uberlândia;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL UBERLÂNDIA;Municipal;O presente convênio tem por objeto a transferência de recursos financeiros relativos às emendas 1387/2023, 1392/2023, 1528/2023, 1540/2023, 1576/2023, 1633/2023, 1677/2023, 1727/2023, 1746/2023, 1874/2023, 1912/2023, 1933/2023, 1938/2023, 2040/2023, 2123/2023, 2154/2023, 2156/2023 e lei autorizativa n°14.145/2023, visando o estabelecimento de condições de cooperação mútua entre os convenentes, para modernização e estruturação da PCMG no município de Uberlândia, conforme plano de trabalho.;VIGENTE;Sem contrapartida;06/12/2024;07/12/2024;07/12/2024;07/12/2026;0,0;1430000,0;1430000,0;07/12/2026;;https://drive.google.com/file/d/1hG9s0th8vv2le1gwQZpZmowomFYlsQ3T/view;;;;;;;;;;;;;;;;;;
1511;CV 03/2023;0;15919;9406878;1510.01.0310855/2023-12;Convênio de Entrada;Termo de Cooperação Mutua 03/2023 - Equipamento;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL VARGINHA;Municipal;Aquisição de equipamentos de informática para a estruturação na nova sede da Delegacia de Polícia Civil de Varginha, conforme previsto no Plano de Trabalho anexo a este, a fim de potencializar as investigações e apurações de crimes na circunscrição municipal;VIGENTE;Sem contrapartida;20/12/2023;21/12/2023;21/12/2023;20/06/2026;0,0;55000,0;55000,0;20/12/2025;;https://drive.google.com/file/d/1ZBGyRzyjnkdSY6dw4oZWQ8YZtdK2Fp4c/view;https://drive.google.com/file/d/1cxmnJ0YZaj0sARCgawZ8DDsmJ6sMTssq/view;;;;;;;;;;;;;;;;;
1511;CV 03/2022;0;14312;9342941;-;Convênio de Entrada;Renovação da frota da Instituição, em benefício da Delegacia Regional de Nova Lima;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;Prefeitura Municipal Nova Lima;Municipal;A modernização e fortalecimento dos instrumentos de trabalho da Polícia Civil de Minas Gerais, a fim de aperfeiçoar as investigações e apurações de crimes na circunscrição municipal, com o recebimento de recursos financeiros a serem aplicados na renovação da frota da Instituição, em benefício da Delegacia Regional de Nova Lima, com vistas ao cumprimento do TAC nº MPMG-0188.12.011817-2, firmado entre o Ministério Público, o Município de Nova Lima e a empresa TEKNISA SOFTWARE LTD.;VENCIDO;Sem contrapartida;28/06/2022;29/06/2022;29/06/2022;29/06/2024;0,0;362994,19;362994,19;29/06/2024;;;;;;;;;;;;;;;;;;;;
1511;CV 02/2025;0;18282;9485645;1510.01.0269779/2025-57;Convênio de Entrada;PCMG X Município de Ribeirão das Neves;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL RIBEIRÃO DAS NEVES;Municipal;Constitui objeto deste Convênio o estabelecimento de cooperação mútua entre os convenentes, mediante repasse de recursos financeiros à Polícia Civil do Estado de Minas Gerais (PCMG) a serem utilizados integralmente para a aquisição equipamentos e mobiliários, visando maior eficiência nos serviços prestados à população, em favor da 3ª Delegacia Regional de Polícia Civil de Ribeirão das Neves/MG, a fim de potencializar as investigações e apurações de crimes na circunscrição municipal.;VIGENTE;Sem contrapartida;06/11/2025;08/11/2025;08/11/2025;08/11/2027;0,0;60000,0;60000,0;08/11/2027;;https://drive.google.com/file/d/1CO9GQZwTy1D9IDJ2rGzI1aLotPSMQxu_/view;;;;;;;;;;;;;;;;;;
1511;CV 02/2024;0;17114;9441732;1510.01.0247924/2024-94;Convênio de Entrada;CV nº 02/2024;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL DE CONSELHEIRO LAFAIETE;Municipal;Estabelecimento de cooperação mútua entre os convenentes, mediante repasse de recursos financeiros à Polícia Civil do Estado de Minas Gerais (PCMG) a serem utilizados no reaparelhamento de material bélico em unidade da PCMG com o fim de potencializar as investigações e apurações de crimes na circunscrição municipal.;VIGENTE;Sem contrapartida;21/10/2024;26/10/2024;26/10/2024;25/10/2026;0,0;70000,0;70000,0;25/10/2026;;https://drive.google.com/file/d/1swFhNiDuH46Ag90F1gmNvgd35e8jDiOX/view;;;;;;;;;;;;;;;;;;
1511;CV 02/2023;0;15913;9407392;1510.01.0311136/2023-88;Convênio de Entrada;Convênio nº 02/2023 - Polícia Civil do Estado de Minas Gerais e Prefeitura Municipal de Varginha;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL VARGINHA;Municipal;Estabelecimento de cooperação mútua entre os convenentes por meio da aquisição de equipamento de conforto térmico e mobiliários para estruturação da nova sede da Delegacia de Polícia Civil de Varginha.;VENCIDO;Sem contrapartida;20/12/2023;21/12/2023;21/12/2023;21/12/2025;0,0;50000,0;50000,0;21/12/2025;;https://drive.google.com/file/d/1jfVFjyZxeFhbB2c89Xfriv8MGqeRAbYJ/view;;;;;;;;;;;;;;;;;;
1511;CV 01/2025;0;18323;9488033;1510.01.0283595/2025-87;Convênio de Entrada;CV nº 01/2025;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL UBERLÂNDIA;Municipal;repasse de recurso financeiro oriundos de emendas parlamentares/2024 e Lei Autorizativa nº14.316 de 13/12/24, a fim de promover o fortalecimento da infraestrutura e da capacidade operacional da unidade Policia Civil regional, situada no Município de Uberlândia;VIGENTE;Contrapartida não financeira;28/11/2025;29/11/2025;29/11/2025;29/11/2027;33500,0;335000,0;368500,0;29/11/2027;;https://drive.google.com/file/d/1dfU4NVAR9gJt398MiiqnC8xIejgf_HTE/view;;;;;;;;;;;;;;;;;;
1511;CV 01/2023;0;15605;9396683;1510.01.0252083/2023-33;Convênio de Entrada;CV 01/2023;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL SANTA BÁRBARA;Municipal;Constitui objeto deste Convênio o estabelecimento de cooperação mútua entre os convenentes, mediante repasse de recursos financeiros à Polícia Civil do Estado de Minas Gerais (PCMG) a serem utilizados integralmente nas obras de reforma do prédio que sedia a Delegacia de Polícia Civil de Santa Bárbara, a fim de potencializar as investigações e apurações de crimes na circunscrição municipal.;VIGENTE;Sem contrapartida;20/09/2023;21/09/2023;21/09/2023;21/12/2026;0,0;300000,0;300000,0;20/09/2025;;https://drive.google.com/file/d/1CgxNxX9v-h_Hu8tsGkP2wbIlkSRHw6bk/view;https://drive.google.com/file/d/1Bn6u6mCsaPt-FturwEuRMCG0L6kVtwHB/view;;;;;;;;;;;;;;;;;
1511;CV 01/2022;0;13838;9319438;1510.01.0306579/2021-40;Convênio de Entrada;Convênio n° 01/2022 - PCMG e Prefeitura de Varginha;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;PREFEITURA MUNICIPAL VARGINHA;Municipal;Constitui objeto deste Convênio o estabelecimento de cooperação mútua entre os convenentes, mediante repasse de recursos financeiros à Polícia Civil do Estado de Minas Gerais (PCMG),em benefício da 2 DRPC de VARGINHA, a fim de realizar a unificação e estruturação da nova Sede da Polícia Civil na Comarca, que irá melhorar a estrutura física e predial da da Unidade e, consequentemente, potencializar as investigações e apurações de crimes na circunscrição municipal.;VENCIDO;Sem contrapartida;18/01/2022;19/01/2022;19/01/2022;19/01/2024;0,0;215391,07;215391,07;19/01/2024;;;;;;;;;;;;;;;;;;;;
1511;AC 0011347-82.2016.5.03.0059;0;15720;9401502;1510.01.0282963/2023-85;Acordo/Ajuste;TAC n° 0011347-82.2016.5.03.0059 - RODOPASS;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;RODOPASS TRANSPORTE COLETIVO DE PASSAGEIROS LTDA;Privada;Recursos do Acordo Judicial, em proveito da PCMG na Reestruturação da Coordenadoria de Recursos Especiais - CORE, mediante disponibilização de armas de fogo portáteis.;VIGENTE;Sem contrapartida;10/11/2023;10/11/2023;10/11/2023;06/05/2027;0,0;766719,4400000001;766719,4400000001;10/11/2024;;https://drive.google.com/file/d/1-x4dQxtcRth8f7E0TdY8SuWOFgsacinp/view;;;;;;;;;;;;;;;;;;
1511;AC 0027.23.000810-7;0;17391;9451348;1510.01.0293945/2024-97;Acordo/Ajuste;TAC - Implantação de usina solar no Centro de Treinamento Avançado;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;LEMNOS COMERCIO E LOCACOES LTDA;Privada;O projeto tem como objetivo promover a sustentabilidade e a eficiência energética na Polícia Civil de Minas Gerais (PCMG), por meio da instalação de uma usina fotovoltaica. Essa iniciativa visa reduzir despesas com custeio da instituição, otimizando recursos que serão empregados na capacitação e no treinamento dos policiais, além de modernizar a infraestrutura de acordo com práticas sustentáveis e inovadoras.;VIGENTE;Sem contrapartida;02/12/2024;02/12/2024;12/12/2024;12/12/2026;0,0;620656,0;620656,0;12/12/2026;;https://drive.google.com/file/d/1TqQYXGAjgvSJ1Tt2gNiDFS7RfiwJO2gS/view;;;;;;;;;;;;;;;;;;
1511;AC 0027.23.0012;0;17291;9447735;1510.01.0279528/2024-95;Acordo/Ajuste;TAC - Nova Metais Metalurgia LTDA e Mettis do Brasil Comércio de Metais LTDA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;METTIS DO BRASIL COMERCIO DE METAIS LTDA;Privada;Revitalizar a aeronave C90A (King Air) por meio da contratação de uma empresa especializada para garantir seu pleno funcionamento, proporcionando transporte rápido e seguro para equipes de investigação, operações táticas e forças-tarefas do CIRA. Isso visa aumentar a eficiência das operações policiais em todo o estado, incluindo em regiões de difícil acesso e sob condições climáticas adversas. A medida busca intensificar o combate ao crime organizado, à lavagem de dinheiro e outros delitos, assegurando uma pronta resposta da polícia e protegendo os direitos dos cidadãos.;VIGENTE;Sem contrapartida;27/09/2024;27/09/2024;25/10/2024;25/10/2026;0,0;3538697,54;3538697,54;25/10/2026;;https://drive.google.com/file/d/1HdP8rfvAYKtta0EUzh4tmYazbpo_JeoN/view;;;;;;;;;;;;;;;;;;
1511;AC 0024.23018706-4;0;16517;9429417;1510.01.0061629/2024-27;Acordo/Ajuste;TAC nº 0024.23018706-4 - NEXA RECURSOS MINERAIS;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;NEXA RECURSOS MINERAIS S.A;Privada;Trata-se de projeto de Tecnologia da Extração Forense de Evidências Digitais para destinação de recursos no aprimoramento e modernização das soluções e ferramentas de Tecnologias de Informação e Comunicação (TICs) utilizados pela Polícia Civil para investigação forense, em especial na atividade de extração de dados oriundos de dispositivos móveis de última geração.;VIGENTE;Sem contrapartida;23/01/2024;23/01/2024;23/01/2024;23/01/2027;0,0;5569675,44;5569675,44;23/01/2027;;;;;;;;;;;;;;;;;;;;
1511;AC 0024.23.018706-4 /2;0;18353;9490313;1510.01.0288864/2025-26;Acordo/Ajuste;TAC nº 0024.23.018706-4 - NEXA RECURSOS MINERAIS (MPMG x PCMG);POLICIA CIVIL DO ESTADO DE MINAS GERAIS;NEXA RECURSOS MINERAIS S.A;Privada;Implementar a capacidade de resposta forense da Polícia Civil de Minas Gerais em casos que envolvam vestígios digitais sensíveis, por meio da aquisição de equipamento tecnológico de suporte, capaz de garantir a cadeia de custódia da prova, bem como a rastreabilidade e reversibilidade dos processos analíticos.;VIGENTE;Sem contrapartida;24/10/2025;24/10/2025;24/10/2025;01/06/2027;0,0;219107,42;219107,42;01/06/2027;;https://drive.google.com/file/d/1_6r90WRwPvZXqLvKifQjZJThRABr95-Y/view;;;;;;;;;;;;;;;;;;
1511;AC 23.830/2021 - PCMG;0;13313;9288144;1500.01.0113769/2021-79;Acordo/Ajuste;Acordo Judicial - Brumadinho - Córrego do Feijão: Construção do Núcleo Integrado de Perícias da Polícia Civil de Minas Gerais;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;VALE S.A.;Privada;Construção do Núcleo Integrado de Perícias da Polícia Civil de Minas Gerais.;VIGENTE;Sem contrapartida;28/07/2021;28/07/2021;28/07/2021;28/07/2026;0,0;49000000,0;49000000,0;28/07/2024;;;;;;;;;;;;;;;;;;;;
1511;AC 23.830/2021 - 3 - PCMG;0;13352;9288196;1500.01.0113767/2021-36;Acordo/Ajuste;Acordo Judicial - Brumadinho - Córrego do Feijão: Estruturação operacional da Polícia Civil de Minas Gerais;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;VALE S.A.;Privada;Estruturação operacional da Polícia Civil de Minas Gerais.;VIGENTE;Sem contrapartida;28/07/2021;28/07/2021;28/07/2021;28/07/2026;0,0;1000000,0;1000000,0;28/07/2024;;;;;;;;;;;;;;;;;;;;
1511;AC 23.830/2021 - 2 - PCMG;0;13315;9288145;1500.01.0113765/2021-90;Acordo/Ajuste;Acordo Judicial - Brumadinho - Córrego do Feijão: Projeto ABIS - Sistema Automatizado de Identificação Biométrica;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;VALE S.A.;Privada;Projeto ABIS - Sistema Automatizado de Identificação Biométrica.;VIGENTE;Sem contrapartida;28/07/2021;28/07/2021;28/07/2021;28/07/2026;0,0;95000000,0;95000000,0;28/07/2024;;;;;;;;;;;;;;;;;;;;
1511;AC 003/2026;0;18548;9494511;1500.01.0056048/2026-32;Acordo/Ajuste;Acordo judicial - Reparação relativa ao rompimento da barragem de Fundão - Fortalecimento da infraestrutura e logística das unidades das forças de seg;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;SAMARCO MINERAÇÃO S.A.;Privada;Fortalecimento da infraestrutura e logística das unidades das forças de segurança;VIGENTE;Sem contrapartida;25/10/2024;06/12/2024;05/02/2026;06/12/2044;0,0;40000000,0;40000000,0;06/12/2044;;https://drive.google.com/file/d/1bq0rB-loqvdPYlhbvJV8ovEkbRjYVJLT/view;;;;;;;;;;;;;;;;;;
1521;TAC 0064199-98 (15379);0;15379;9393205;1520.01.0007271/2023-24;Acordo/Ajuste;TAC 0064199-98.2016.8.13.0271;CONTROLADORIA-GERAL DO ESTADO;BIOTEV - BIOTECNOLOGIA VEGETAL LTDA.;Privada;Acordo firmado pelo Ministério Público de Minas Gerais (MPMG), Controladoria-Geral do Estado (CGE) e Advocacia-Geral do Estado (AGE) com o grupo empresarial português Yser, que, por meio de Termo de Ajustamento de Conduta (TAC), devolveu R$ 10 milhões desviados de recursos públicos destinados à Fundação Hidroex para a construção do Complexo Cidade das Águas, em Frutal.;VIGENTE;Sem contrapartida;06/03/2023;07/03/2023;06/03/2023;31/12/2027;0,0;1000000,0;1000000,0;31/12/2023;;https://drive.google.com/file/d/1nDswRU-BAK2ehsxB5Nk8eyFgjhy_IAp4/view;https://drive.google.com/file/d/154OZq3NlF77rfo6wJTT3qSq2UwgjjsgM/view;https://drive.google.com/file/d/1MCHcvm_Cg0odAiV2dyLaB2e4d73HWpHP/view;;;;;;;;;;;;;;;;
1521;AC 23.830/2021 - CGE;0;13326;9288155;1500.01.0113745/2021-48;Acordo/Ajuste;Acordo Judicial - Brumadinho - Córrego do Feijão: Fortalecimento e reestruturação tecnológica da Controladoria Geral do Estado;CONTROLADORIA-GERAL DO ESTADO;VALE S.A.;Privada;Fortalecimento e reestruturação tecnológica da Controladoria Geral do Estado.;VIGENTE;Sem contrapartida;28/07/2021;28/07/2021;28/07/2021;06/12/2030;0,0;4500000,0;4500000,0;28/07/2024;;https://drive.google.com/file/d/1uW9HMcIkUqHtYaMZxgbvnQdiHRItsBU4/view;;;;;;;;;;;;;;;;;;
1711;CV 11.687;0;17518;9458487;1710.01.0000546/2024-95;Convênio de Entrada;Desenvolvimento econômico da região do Vale do Lítio;SECRETARIA DE ESTADO DE COMUNICACAO SOCIAL;COMPANHIA DE DESENVOLVIMENTO DE MINAS GERAIS;Estadual;Constitui objeto do presente CONVÊNIO DE SAÍDA a conjugação de esforços com atuação harmônica e sem intuito lucrativo, para promover o desenvolvimento econômico da região do Vale do Lítio por meio do investimento estratégico na indústria criativa, potencializando a divulgação sobre a transformação da realidade local e a atração de empresas, investimentos, geração de emprego, renda, bem-estar social e humano para a região, com interesse e atuação da CODEMGE, conforme Plano de Trabalho, devidamente aprovado pelo CONCEDENTE e parte integrante deste instrumento, para todos os fins de direito, na condição de seu anexo.;VENCIDO;Sem contrapartida;27/09/2024;19/10/2024;19/10/2024;19/04/2026;0,0;450000,0;450000,0;18/08/2025;;https://drive.google.com/file/d/1QKEbBCK00NxqjV8s1PgjtlM_TCVe1g7z/view;https://drive.google.com/file/d/1rAKgMfSX1ufDDzIVee9QjaFCyTlFizHd/view;;;;;;;;;;;;;;;;;
1911;ACP PJE Nº 1026843-65.2020.4.0;0;14110;9331945;1500.01.0059084/2022-37;Acordo/Ajuste;Fortalecimento da Educação Pública Estadual - PROGRAMA AGENDA INTEGRADA. CELEBRANTES: SEE E FUNDAÇÃO RENOVA.;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;FUNDACAO RENOVA;Privada;Fortalecimento da Educação Pública Estadual - PROGRAMA AGENDA INTEGRADA. CELEBRANTES: SEE E FUNDAÇÃO RENOVA.;VIGENTE;Sem contrapartida;01/04/2022;01/04/2022;01/04/2022;06/12/2030;0,0;36064395,28000001;36064395,28000001;04/02/2026;;;;;;;;;;;;;;;;;;;;
1911;AC 23.830/2021 - PMMG (14275);0;14275;9341846;1500.01.0106180/2022-18;Acordo/Ajuste;Acordo Judicial - Brumadinho - Córrego do Feijão: Cobertura da malha aérea da PMMG;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;VALE S.A.;Privada;Ampliação da capacidade de cobertura da malha aérea da Polícia Militar de Minas Gerais.;VENCIDO;Sem contrapartida;28/07/2021;29/07/2021;29/07/2021;25/06/2025;0,0;13899715,81;13899715,81;29/07/2023;;https://drive.google.com/file/d/1cwbcDobRJ1UUnXdOFbpyhr2tJCX7oPSS/view;;;;;;;;;;;;;;;;;;
1911;AC 23.830/2021 - PCMG;0;14135;9334530;1500.01.0069151/2022-22;Acordo/Ajuste;Acordo Judicial - Brumadinho - Córrego do Feijão: Modernização da identificação civil e criminal;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;VALE S.A.;Privada;Modernização da identificação civil e criminal - Digitalização do acervo de fichas datiloscópicas e cartões onomásticos.;VIGENTE;Sem contrapartida;14/07/2021;14/07/2021;14/07/2021;31/08/2030;0,0;14000000,0;14000000,0;01/08/2023;;https://drive.google.com/file/d/1ICUwkgV1lw-JrtAfjvTSR71cKcYQmimb/view;;;;;;;;;;;;;;;;;;
1911;AC 23.830/2021 - Metrô;0;14193;9337957;1500.01.0053708/2022-77;Acordo/Ajuste;Acordo Judicial - Brumadinho - Córrego do Feijão: Metrô da RMBH;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;VALE S.A.;Privada;Complementação dos recursos federais para o Metrô da RMBH.;VIGENTE;Sem contrapartida;14/07/2021;14/07/2021;14/07/2021;06/12/2030;0,0;427973561,9999999;427973561,9999999;01/08/2023;;;;;;;;;;;;;;;;;;;;
